COYNI_V2_API_CUSTOMER,,,,,,,,,,
TRANSACTIONS,COUNT,RESPONSE TIME,,,,,,,,
COYNI_API_CMN_UserLogin,10,5.5,,,,,,,,
COYNI_API_CMN_StepupValidate,10,2.9,,,,,,,,
COYNI_API_UC04_Prof_001_Profileinfo,10,1.2,,,,,,,,
COYNI_API_UC02_Trans_001_FetchAllTransactions,10,1.3,,,,,,,,
COYNI_API_UC02_Trans_002_TransactionFee,10,0.6,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
